Type,Clarity,Length,Height,Breadth,Depth,Style,Carat,Lab,Polish,Price,Symmetry,Company,Shape,Ratio,Cut,Color
Certified,VS2,10.01,3.88,6.22,62.4,LabGrown,1.41,IGI,EXCELLENT,304.16,EXCELLENT,DIAP,PEAR,1.61,EXCELLENT,D
Certified,VVS1,7.24,4.39,7.29,60.5,LabGrown,1.41,IGI,EXCELLENT,474.14,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VVS2,8.98,3.97,6.33,62.7,LabGrown,1.41,IGI,EXCELLENT,344.72,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,D
Certified,VVS2,7.23,4.41,7.26,60.9,LabGrown,1.41,IGI,EXCELLENT,381.01,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VVS2,7.22,4.42,7.25,61.1,LabGrown,1.41,IGI,EXCELLENT,381.01,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VVS2,7.15,4.42,7.19,61.7,LabGrown,1.41,IGI,EXCELLENT,381.01,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS1,7.75,3.92,6.02,65.1,LabGrown,1.41,IGI,EXCELLENT,392.09,EXCELLENT,DIAP,CUSHION,1.29,EXCELLENT,D
Certified,VS1,8.55,4.1,6.37,64.4,LabGrown,1.41,IGI,EXCELLENT,320.91,EXCELLENT,DIAP,OVAL,1.34,EXCELLENT,F
Certified,VS1,6.79,4.62,7.45,62.0,LabGrown,1.41,IGI,EXCELLENT,492.11,EXCELLENT,DIAP,HEART,0.91,EXCELLENT,D
Certified,VS1,6.09,4.35,6.02,72.3,LabGrown,1.41,IGI,EXCELLENT,444.51,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,D
Certified,VS1,7.18,4.42,7.22,61.3,LabGrown,1.41,IGI,EXCELLENT,312.85,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VVS2,7.16,4.46,7.21,62.1,LabGrown,1.41,IGI,EXCELLENT,333.13,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VS1,9.4,3.7,6.35,58.3,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,OVAL,1.48,EXCELLENT,F
Certified,VS1,7.25,4.34,7.31,59.6,LabGrown,1.41,IGI,EXCELLENT,356.31,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,10.01,3.83,6.29,60.9,LabGrown,1.41,IGI,EXCELLENT,359.2,EXCELLENT,DIAP,PEAR,1.59,EXCELLENT,D
Certified,VVS2,7.65,4.05,6.09,66.5,LabGrown,1.41,IGI,EXCELLENT,415.93,EXCELLENT,DIAP,CUSHION,1.26,EXCELLENT,D
Certified,VS1,7.56,4.16,6.08,68.4,LabGrown,1.41,IGI,EXCELLENT,2606.78,EXCELLENT,DIAP,CUSHION,1.24,EXCELLENT,E
Certified,VVS2,7.27,4.37,7.29,60.0,LabGrown,1.41,IGI,EXCELLENT,381.01,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VS1,7.63,4.01,6.05,66.3,LabGrown,1.41,IGI,EXCELLENT,392.09,EXCELLENT,DIAP,CUSHION,1.26,EXCELLENT,D
Certified,VVS2,7.93,3.79,5.56,68.2,LabGrown,1.41,IGI,EXCELLENT,361.52,EXCELLENT,DIAP,RADIANT,1.43,EXCELLENT,D
Certified,VS1,8.87,3.99,6.36,62.7,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,OVAL,1.39,EXCELLENT,D
Certified,VS1,6.1,4.31,6.06,71.1,LabGrown,1.41,IGI,EXCELLENT,444.51,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,D
Certified,VS1,7.16,4.45,7.19,62.0,LabGrown,1.41,IGI,EXCELLENT,333.16,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VVS1,6.06,4.3,6.03,71.3,LabGrown,1.41,IGI,EXCELLENT,522.27,EXCELLENT,DIAP,PRINCESS,1.0,EXCELLENT,E
Certified,VS1,7.2,4.38,7.22,60.8,LabGrown,1.41,IGI,EXCELLENT,334.12,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VS1,7.16,4.44,7.2,61.8,LabGrown,1.41,IGI,EXCELLENT,327.34,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,7.11,4.47,7.15,62.7,LabGrown,1.41,IGI,VERY GOOD,336.03,VERY GOOD,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VVS2,7.08,4.44,7.16,62.3,LabGrown,1.41,IGI,VERY GOOD,330.23,VERY GOOD,DIAP,ROUND,0.99,EXCELLENT,G
Certified,VS1,7.15,4.4,7.18,61.4,LabGrown,1.41,IGI,EXCELLENT,318.65,EXCELLENT,DIAP,ROUND,1.0,IDEAL,G
Certified,VS1,7.43,3.55,5.29,67.1,LabGrown,1.41,IGI,EXCELLENT,280.58,EXCELLENT,DIAP,EMERALD,1.4,EXCELLENT,F
Certified,VVS2,7.26,4.36,7.79,56.0,LabGrown,1.41,IGI,EXCELLENT,375.72,EXCELLENT,DIAP,HEART,0.93,EXCELLENT,E
Certified,VS1,5.96,4.33,6.05,72.7,LabGrown,1.41,IGI,EXCELLENT,393.99,EXCELLENT,DIAP,PRINCESS,0.99,EXCELLENT,D
Certified,VS1,7.74,3.41,5.29,64.5,LabGrown,1.41,IGI,EXCELLENT,268.82,VERY GOOD,DIAP,EMERALD,1.46,EXCELLENT,F
Certified,VVS1,7.13,4.45,7.17,62.2,LabGrown,1.41,GIA,EXCELLENT,741.08,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VVS1,9.17,3.83,6.2,61.8,LabGrown,1.41,IGI,EXCELLENT,710.23,EXCELLENT,DIAP,OVAL,1.48,EXCELLENT,D
Certified,VVS2,7.21,4.37,7.26,60.3,LabGrown,1.41,IGI,EXCELLENT,345.53,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VS1,7.08,4.48,7.13,63.1,LabGrown,1.41,IGI,EXCELLENT,347.96,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VVS2,7.27,4.35,7.31,59.6,LabGrown,1.41,IGI,EXCELLENT,350.22,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VVS1,7.14,4.42,7.18,61.7,LabGrown,1.41,IGI,EXCELLENT,379.32,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS2,7.34,3.59,5.28,68.0,LabGrown,1.41,IGI,EXCELLENT,278.44,EXCELLENT,DIAP,EMERALD,1.39,EXCELLENT,E
Certified,VS2,7.47,3.64,5.31,68.5,LabGrown,1.41,IGI,EXCELLENT,278.44,EXCELLENT,DIAP,EMERALD,1.41,EXCELLENT,E
Certified,VS1,6.98,4.46,7.93,56.2,LabGrown,1.41,IGI,EXCELLENT,353.41,EXCELLENT,DIAP,HEART,0.88,EXCELLENT,D
Certified,VS2,7.17,4.44,7.2,61.9,LabGrown,1.41,IGI,EXCELLENT,336.03,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VS1,7.23,4.31,7.27,59.5,LabGrown,1.41,IGI,EXCELLENT,334.06,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,E
Certified,VS2,9.05,3.9,6.41,60.8,LabGrown,1.41,IGI,EXCELLENT,309.96,EXCELLENT,DIAP,OVAL,1.41,EXCELLENT,D
Certified,VS1,9.91,3.86,6.32,61.1,LabGrown,1.41,IGI,EXCELLENT,390.11,EXCELLENT,DIAP,PEAR,1.57,EXCELLENT,D
Certified,VS1,7.54,3.67,5.13,71.5,LabGrown,1.41,IGI,EXCELLENT,289.68,EXCELLENT,DIAP,EMERALD,1.47,EXCELLENT,D
Certified,VS1,7.03,4.25,7.83,54.3,LabGrown,1.41,IGI,EXCELLENT,341.82,EXCELLENT,DIAP,HEART,0.9,EXCELLENT,E
Certified,VS1,10.15,3.91,6.25,62.6,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,PEAR,1.62,EXCELLENT,E
Certified,VS2,11.66,3.64,6.01,60.6,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,MARQUISE,1.94,EXCELLENT,E
Certified,VS1,7.71,3.57,5.16,69.2,LabGrown,1.41,IGI,EXCELLENT,377.16,EXCELLENT,DIAP,EMERALD,1.49,EXCELLENT,E
Certified,VS2,9.47,3.97,6.17,64.3,LabGrown,1.41,IGI,EXCELLENT,228.85,EXCELLENT,DIAP,PEAR,1.53,EXCELLENT,F
Certified,VVS1,7.18,4.45,7.23,61.7,LabGrown,1.41,GIA,EXCELLENT,679.25,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VVS2,7.84,4.02,5.99,67.1,LabGrown,1.41,IGI,EXCELLENT,415.93,EXCELLENT,DIAP,CUSHION,1.31,EXCELLENT,D
Certified,VVS2,7.85,3.91,6.1,64.1,LabGrown,1.41,IGI,EXCELLENT,340.66,EXCELLENT,DIAP,CUSHION,1.29,EXCELLENT,G
Certified,VVS1,6.11,4.22,6.05,69.8,LabGrown,1.41,IGI,EXCELLENT,522.27,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,E
Certified,VVS1,9.23,3.83,6.41,59.8,LabGrown,1.41,IGI,EXCELLENT,416.73,EXCELLENT,DIAP,OVAL,1.44,EXCELLENT,E
Certified,IF,7.11,4.45,7.16,62.3,LabGrown,1.41,IGI,EXCELLENT,596.48,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VVS1,5.89,4.35,5.97,73.9,LabGrown,1.41,IGI,EXCELLENT,555.43,EXCELLENT,DIAP,PRINCESS,0.99,EXCELLENT,D
Certified,VVS2,5.25,3.57,7.32,68.0,LabGrown,1.41,IGI,EXCELLENT,391.88,EXCELLENT,DIAP,EMERALD,0.72,EXCELLENT,D
Certified,VVS2,7.16,4.41,7.19,61.4,LabGrown,1.41,IGI,EXCELLENT,406.8,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VVS1,7.79,4.48,7.05,57.5,LabGrown,1.41,IGI,EXCELLENT,533.73,EXCELLENT,DIAP,HEART,1.1,EXCELLENT,D
Certified,VS1,7.08,4.5,7.1,63.5,LabGrown,1.41,IGI,EXCELLENT,666.94,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VS1,7.33,4.3,7.36,58.5,LabGrown,1.41,IGI,EXCELLENT,596.54,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,G
Certified,VS1,5.62,3.77,8.01,67.1,LabGrown,1.41,IGI,EXCELLENT,742.79,EXCELLENT,DIAP,RADIANT,0.7,EXCELLENT,G
Certified,VS1,7.14,4.5,7.15,63.0,LabGrown,1.41,IGI,EXCELLENT,727.49,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,F
Certified,VS1,5.19,3.44,8.1,66.3,LabGrown,1.41,IGI,EXCELLENT,610.9,EXCELLENT,DIAP,EMERALD,0.64,EXCELLENT,F
Certified,VS1,6.37,3.77,9.35,59.2,LabGrown,1.41,IGI,EXCELLENT,677.96,EXCELLENT,DIAP,OVAL,0.68,EXCELLENT,E
Certified,VS1,8.01,4.54,6.89,56.7,LabGrown,1.41,IGI,EXCELLENT,677.96,EXCELLENT,DIAP,HEART,1.16,EXCELLENT,E
Certified,VS1,7.04,4.5,7.1,63.6,LabGrown,1.41,IGI,EXCELLENT,625.22,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VS2,6.4,3.76,9.3,58.8,LabGrown,1.41,IGI,EXCELLENT,768.07,EXCELLENT,DIAP,OVAL,0.69,EXCELLENT,E
Certified,VS2,6.12,4.39,6.15,71.7,LabGrown,1.41,IGI,EXCELLENT,605.52,EXCELLENT,DIAP,PRINCESS,1.0,EXCELLENT,F
Certified,SI1,7.24,4.3,7.28,59.3,LabGrown,1.41,IGI,VERY GOOD,683.43,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VS1,7.16,4.42,7.2,61.5,LabGrown,1.41,IGI,EXCELLENT,625.22,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,VS1,6.51,3.93,8.84,60.4,LabGrown,1.41,IGI,EXCELLENT,646.66,EXCELLENT,DIAP,OVAL,0.74,EXCELLENT,F
Certified,VS1,7.15,4.49,7.17,62.7,LabGrown,1.41,IGI,EXCELLENT,625.22,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,F
Certified,VS1,6.07,4.27,6.01,71.0,LabGrown,1.41,IGI,EXCELLENT,383.87,VERY GOOD,DIAP,PRINCESS,1.01,EXCELLENT,E
Certified,VS2,6.89,4.33,7.89,54.9,LabGrown,1.41,IGI,EXCELLENT,333.13,EXCELLENT,DIAP,HEART,0.87,EXCELLENT,E
Certified,SI1,8.14,3.7,5.47,67.6,LabGrown,1.41,IGI,EXCELLENT,342.98,EXCELLENT,DIAP,RADIANT,1.49,EXCELLENT,D
Certified,VS2,7.87,3.78,5.56,68.0,LabGrown,1.41,IGI,EXCELLENT,396.88,EXCELLENT,DIAP,RADIANT,1.42,EXCELLENT,D
Certified,VS1,7.76,3.75,5.52,67.9,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,RADIANT,1.41,EXCELLENT,D
Certified,VS1,8.92,3.99,6.39,62.4,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,D
Certified,VS1,8.9,3.96,6.38,62.1,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,OVAL,1.39,EXCELLENT,D
Certified,VVS1,9.35,3.88,6.24,62.2,LabGrown,1.41,GIA,EXCELLENT,555.43,VERY GOOD,DIAP,OVAL,1.5,EXCELLENT,D
Certified,VVS2,9.26,3.91,6.26,62.5,LabGrown,1.41,GIA,EXCELLENT,590.7,VERY GOOD,DIAP,OVAL,1.48,EXCELLENT,D
Certified,VS1,9.91,3.88,6.18,62.0,LabGrown,1.41,IGI,EXCELLENT,304.16,EXCELLENT,DIAP,PEAR,1.6,EXCELLENT,F
Certified,VS1,9.3,3.9,6.25,62.4,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,OVAL,1.49,EXCELLENT,D
Certified,VS1,8.01,3.72,5.56,66.9,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,RADIANT,1.44,EXCELLENT,D
Certified,VS1,8.96,3.96,6.39,62.0,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,D
Certified,VS1,7.47,3.77,5.41,69.7,LabGrown,1.41,IGI,EXCELLENT,298.78,EXCELLENT,DIAP,RADIANT,1.38,EXCELLENT,G
Certified,VS2,7.25,3.65,5.2,70.2,LabGrown,1.41,IGI,EXCELLENT,265.93,EXCELLENT,DIAP,EMERALD,1.39,EXCELLENT,F
Certified,VS1,7.13,4.44,7.17,62.1,LabGrown,1.41,IGI,EXCELLENT,318.88,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,10.02,3.86,6.09,63.4,LabGrown,1.41,IGI,EXCELLENT,348.34,EXCELLENT,DIAP,PEAR,1.65,EXCELLENT,E
Certified,VS1,6.14,4.35,6.02,72.3,LabGrown,1.41,IGI,EXCELLENT,318.07,VERY GOOD,DIAP,PRINCESS,1.02,EXCELLENT,F
Certified,VS1,7.35,3.98,5.86,67.9,LabGrown,1.41,IGI,EXCELLENT,362.79,EXCELLENT,DIAP,CUSHION,1.25,EXCELLENT,E
Certified,VS1,10.04,3.68,6.29,58.5,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,PEAR,1.6,EXCELLENT,E
Certified,VS1,7.76,3.81,5.46,69.8,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,RADIANT,1.42,EXCELLENT,E
Certified,VVS2,5.64,3.84,7.78,68.1,LabGrown,1.41,IGI,EXCELLENT,405.55,EXCELLENT,DIAP,RADIANT,0.72,EXCELLENT,E
Certified,VS2,5.32,3.3,8.11,62.0,LabGrown,1.41,IGI,EXCELLENT,266.51,EXCELLENT,DIAP,EMERALD,0.66,EXCELLENT,F
Certified,VS1,10.01,3.93,6.25,62.9,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,PEAR,1.6,EXCELLENT,E
Certified,VS1,7.25,4.35,7.27,59.9,LabGrown,1.41,IGI,EXCELLENT,299.76,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS1,11.54,3.75,5.74,65.3,LabGrown,1.41,IGI,EXCELLENT,280.99,EXCELLENT,DIAP,MARQUISE,2.01,EXCELLENT,F
Certified,VS1,7.89,3.68,5.61,65.6,LabGrown,1.41,IGI,EXCELLENT,339.65,EXCELLENT,DIAP,RADIANT,1.41,EXCELLENT,D
Certified,VS2,10.16,3.88,6.19,62.7,LabGrown,1.41,IGI,EXCELLENT,284.0,EXCELLENT,DIAP,PEAR,1.64,EXCELLENT,D
Certified,SI1,7.72,4.07,6.1,66.7,LabGrown,1.41,IGI,EXCELLENT,374.27,EXCELLENT,DIAP,CUSHION,1.27,EXCELLENT,D
Certified,VVS1,7.15,4.45,7.19,62.0,LabGrown,1.41,IGI,EXCELLENT,474.14,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS1,7.28,4.36,7.33,59.7,LabGrown,1.41,IGI,EXCELLENT,400.69,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS1,7.19,4.43,7.23,61.4,LabGrown,1.41,IGI,EXCELLENT,377.68,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,7.11,4.41,7.14,61.9,LabGrown,1.41,IGI,EXCELLENT,377.68,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS1,7.26,4.39,7.33,60.2,LabGrown,1.41,IGI,EXCELLENT,377.68,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VS1,7.16,4.42,7.19,61.6,LabGrown,1.41,IGI,EXCELLENT,377.68,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS1,7.22,4.4,7.25,60.8,LabGrown,1.41,IGI,EXCELLENT,377.68,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VVS1,9.3,3.9,6.3,61.9,LabGrown,1.41,IGI,EXCELLENT,737.57,EXCELLENT,DIAP,OVAL,1.48,EXCELLENT,D
Certified,VVS1,6.32,3.86,9.29,61.1,LabGrown,1.41,GIA,VERY GOOD,615.35,EXCELLENT,DIAP,OVAL,0.68,EXCELLENT,D
Certified,VS1,8.17,3.66,5.51,66.4,LabGrown,1.41,IGI,EXCELLENT,292.0,EXCELLENT,DIAP,RADIANT,1.48,EXCELLENT,D
Certified,SI1,7.25,4.41,7.23,60.9,LabGrown,1.41,GIA,EXCELLENT,423.34,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,G
Certified,VVS2,7.98,3.84,5.71,67.3,LabGrown,1.41,IGI,EXCELLENT,315.75,EXCELLENT,DIAP,CUSHION,1.4,EXCELLENT,D
Certified,IF,7.47,3.61,5.27,68.5,LabGrown,1.41,IGI,EXCELLENT,542.41,EXCELLENT,DIAP,EMERALD,1.42,EXCELLENT,E
Certified,IF,10.88,3.79,5.89,64.3,LabGrown,1.41,IGI,EXCELLENT,603.02,EXCELLENT,DIAP,MARQUISE,1.85,EXCELLENT,F
Certified,VVS2,7.29,4.29,7.32,58.7,LabGrown,1.41,IGI,EXCELLENT,307.06,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VS1,10.0,3.89,6.28,61.9,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,PEAR,1.59,EXCELLENT,E
Certified,VS1,6.11,4.39,6.07,72.3,LabGrown,1.41,IGI,EXCELLENT,304.16,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,F
Certified,VVS2,7.16,4.45,7.19,62.0,LabGrown,1.41,IGI,EXCELLENT,363.43,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VVS1,6.28,4.13,6.24,66.2,LabGrown,1.41,IGI,EXCELLENT,745.07,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,D
Certified,VVS1,7.19,4.44,7.22,61.6,LabGrown,1.41,GIA,EXCELLENT,679.25,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VVS2,7.12,4.45,7.17,62.3,LabGrown,1.41,IGI,EXCELLENT,385.25,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
Certified,VVS2,7.28,4.42,7.32,60.5,LabGrown,1.41,IGI,EXCELLENT,740.67,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,F
Certified,IF,6.73,4.25,6.54,65.0,LabGrown,1.41,IGI,EXCELLENT,401.38,EXCELLENT,DIAP,CUSHION,1.03,EXCELLENT,F
Certified,VS1,9.04,4.01,6.45,62.2,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,D
Certified,VVS1,11.9,3.63,5.69,63.8,LabGrown,1.41,IGI,EXCELLENT,254.92,EXCELLENT,DIAP,MARQUISE,2.09,EXCELLENT,G
Certified,VS2,9.67,3.94,6.13,64.3,LabGrown,1.41,IGI,EXCELLENT,220.16,EXCELLENT,DIAP,PEAR,1.58,EXCELLENT,G
Certified,VVS1,7.14,4.44,7.2,61.9,LabGrown,1.41,IGI,EXCELLENT,375.42,EXCELLENT,DIAP,ROUND,0.99,IDEAL,G
Certified,VS2,7.2,4.45,7.16,61.9,LabGrown,1.41,GIA,EXCELLENT,542.41,EXCELLENT,DIAP,ROUND,1.01,EXCELLENT,D
Certified,VS2,7.74,3.54,5.22,67.8,LabGrown,1.41,IGI,EXCELLENT,286.78,EXCELLENT,DIAP,EMERALD,1.48,EXCELLENT,D
Certified,VVS2,7.15,4.44,7.2,61.9,LabGrown,1.41,IGI,EXCELLENT,381.01,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS1,8.06,3.67,5.54,66.2,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,RADIANT,1.45,EXCELLENT,E
Certified,SI1,10.12,3.85,6.32,60.9,LabGrown,1.41,IGI,EXCELLENT,275.2,EXCELLENT,DIAP,PEAR,1.6,EXCELLENT,E
Certified,VS1,7.22,4.39,7.25,60.6,LabGrown,1.41,IGI,EXCELLENT,431.39,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VS1,7.13,4.43,7.18,61.9,LabGrown,1.41,IGI,EXCELLENT,343.27,EXCELLENT,DIAP,ROUND,0.99,IDEAL,F
Certified,VS2,7.18,4.37,7.12,61.1,LabGrown,1.41,IGI,EXCELLENT,324.44,EXCELLENT,DIAP,ROUND,1.01,IDEAL,E
Certified,VS2,6.41,3.84,9.09,59.9,LabGrown,1.41,IGI,EXCELLENT,292.58,EXCELLENT,DIAP,OVAL,0.71,EXCELLENT,E
Certified,VS1,8.98,3.96,6.41,61.8,LabGrown,1.41,GIA,EXCELLENT,737.03,EXCELLENT,DIAP,OVAL,1.4,EXCELLENT,E
Certified,VVS2,7.24,4.34,7.27,59.8,LabGrown,1.41,GIA,EXCELLENT,529.18,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,D
Certified,VVS2,6.01,4.37,5.98,73.1,LabGrown,1.41,IGI,EXCELLENT,343.79,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,E
Certified,VS1,7.14,4.39,7.16,61.4,LabGrown,1.41,IGI,EXCELLENT,328.15,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VVS1,6.47,3.87,9.2,59.7,LabGrown,1.41,GIA,EXCELLENT,615.35,VERY GOOD,DIAP,OVAL,0.7,EXCELLENT,D
Certified,VS1,6.36,3.91,9.21,61.6,LabGrown,1.41,GIA,EXCELLENT,514.1,VERY GOOD,DIAP,OVAL,0.69,EXCELLENT,D
Certified,VVS2,7.15,4.46,7.18,62.2,LabGrown,1.41,IGI,EXCELLENT,307.06,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS1,7.93,3.69,5.48,67.3,LabGrown,1.41,IGI,EXCELLENT,412.84,EXCELLENT,DIAP,RADIANT,1.45,EXCELLENT,D
Certified,SI1,9.57,3.94,6.23,63.2,LabGrown,1.41,IGI,EXCELLENT,225.66,EXCELLENT,DIAP,PEAR,1.54,EXCELLENT,G
Certified,VS1,7.14,4.43,7.17,62.0,LabGrown,1.41,IGI,EXCELLENT,304.13,EXCELLENT,DIAP,ROUND,1.0,IDEAL,D
Certified,VS1,7.13,4.46,7.18,62.2,LabGrown,1.41,IGI,EXCELLENT,304.13,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS1,6.35,3.94,9.05,62.0,LabGrown,1.41,IGI,EXCELLENT,362.91,EXCELLENT,DIAP,OVAL,0.7,EXCELLENT,F
Certified,VS1,7.18,4.42,7.2,61.5,LabGrown,1.41,IGI,EXCELLENT,348.31,EXCELLENT,DIAP,ROUND,1.0,IDEAL,F
Certified,VS1,7.21,4.4,7.16,61.2,LabGrown,1.41,IGI,VERY GOOD,363.87,EXCELLENT,DIAP,ROUND,1.01,IDEAL,E
Certified,VS1,7.25,4.37,7.27,60.1,LabGrown,1.41,IGI,EXCELLENT,328.15,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,SI1,7.21,4.38,7.23,60.7,LabGrown,1.41,IGI,EXCELLENT,302.77,EXCELLENT,DIAP,ROUND,1.0,EXCELLENT,E
Certified,VVS2,7.78,3.46,5.23,66.2,LabGrown,1.41,IGI,EXCELLENT,307.06,EXCELLENT,DIAP,EMERALD,1.49,EXCELLENT,D
Certified,VS1,7.2,4.25,8.11,52.4,LabGrown,1.41,IGI,EXCELLENT,353.41,EXCELLENT,DIAP,HEART,0.89,EXCELLENT,D
Certified,VVS2,8.99,3.94,6.32,62.3,LabGrown,1.41,IGI,EXCELLENT,292.58,EXCELLENT,DIAP,OVAL,1.42,EXCELLENT,G
Certified,VVS1,7.15,4.45,7.2,62.0,LabGrown,1.41,GIA,EXCELLENT,679.25,EXCELLENT,DIAP,ROUND,0.99,EXCELLENT,D
Certified,VS1,6.55,4.37,6.12,71.4,LabGrown,1.41,IGI,EXCELLENT,322.59,EXCELLENT,DIAP,CUSHION,1.07,EXCELLENT,F
Certified,VS1,6.93,4.33,7.86,55.1,LabGrown,1.41,IGI,EXCELLENT,341.82,EXCELLENT,DIAP,HEART,0.88,EXCELLENT,E
Certified,VS1,6.15,4.31,6.08,70.9,LabGrown,1.41,IGI,EXCELLENT,590.86,EXCELLENT,DIAP,PRINCESS,1.01,EXCELLENT,G
Certified,VVS2,7.92,3.72,5.6,66.4,LabGrown,1.41,IGI,EXCELLENT,361.52,EXCELLENT,DIAP,RADIANT,1.41,EXCELLENT,D
Certified,VS1,8.0,3.7,5.42,68.3,LabGrown,1.41,IGI,EXCELLENT,362.91,EXCELLENT,DIAP,RADIANT,1.48,EXCELLENT,F
Certified,VS1,7.13,4.45,7.2,62.1,LabGrown,1.41,IGI,EXCELLENT,309.99,EXCELLENT,DIAP,ROUND,0.99,IDEAL,D
Certified,VS1,7.13,4.45,7.15,62.4,LabGrown,1.41,IGI,EXCELLENT,304.37,EXCELLENT,DIAP,ROUND,1.0,IDEAL,E
Certified,VS1,7.11,4.44,7.16,62.2,LabGrown,1.41,IGI,EXCELLENT,304.37,EXCELLENT,DIAP,ROUND,0.99,IDEAL,E
