Type,Clarity,Length,Height,Breadth,Depth,Style,Carat,Lab,Polish,Price,Symmetry,Company,Shape,Ratio,Cut,Color
Certified,SI2,6.92,4.36,6.97,63.1,Natural,1.3,IGI,EXCELLENT,4236.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VS2,5.91,3.74,5.93,63.2,Natural,0.8,IGI,EXCELLENT,866.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,M
Certified,VS1,6.04,3.66,6.06,60.4,Natural,0.81,GIA,EXCELLENT,4458.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS2,5.86,3.68,5.91,62.5,Natural,0.8,IGI,EXCELLENT,802.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,M
Certified,SI2,5.92,3.7,5.95,62.4,Natural,0.8,GIA,EXCELLENT,2098.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,SI2,5.87,3.73,5.91,63.3,Natural,0.8,HRD,EXCELLENT,978.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,SI1,6.05,3.79,6.1,62.5,Natural,0.86,IGI,EXCELLENT,1172.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,VS2,5.89,3.71,5.95,62.5,Natural,0.81,IGI,EXCELLENT,1118.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,VVS2,6.03,3.8,6.06,62.8,Natural,0.85,IGI,EXCELLENT,1716.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,SI2,5.93,3.66,5.98,61.4,Natural,0.8,HRD,EXCELLENT,834.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,SI1,5.92,3.73,5.96,62.9,Natural,0.81,HRD,EXCELLENT,2280.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,SI2,5.8,3.74,5.84,64.2,Natural,0.81,IGI,EXCELLENT,992.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,SI1,5.94,3.66,5.99,61.2,Natural,0.81,IGI,EXCELLENT,976.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,SI1,6.02,3.63,6.05,60.1,Natural,0.81,IGI,EXCELLENT,976.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,VVS2,5.97,3.65,6.01,60.8,Natural,0.81,IGI,EXCELLENT,1636.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,SI2,5.89,3.71,5.93,62.7,Natural,0.8,GIA,EXCELLENT,2054.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,SI2,6.07,3.62,6.1,59.4,Natural,0.81,IGI,EXCELLENT,1400.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,SI1,5.86,3.73,5.92,63.1,Natural,0.8,HRD,EXCELLENT,1812.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,SI2,5.88,3.74,5.91,63.4,Natural,0.8,GIA,EXCELLENT,2054.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,VS2,5.9,3.71,5.93,62.7,Natural,0.8,IGI,EXCELLENT,1202.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,IF,5.94,3.75,5.96,62.9,Natural,0.81,IGI,EXCELLENT,1996.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,SI1,5.75,3.72,5.82,64.4,Natural,0.8,IGI,EXCELLENT,1154.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,I
Certified,VVS2,5.77,3.71,5.83,63.9,Natural,0.8,IGI,EXCELLENT,1482.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,I
Certified,SI2,5.78,3.72,5.84,63.9,Natural,0.81,HRD,EXCELLENT,848.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,I
Certified,SI1,5.88,3.72,5.93,62.9,Natural,0.8,HRD,EXCELLENT,1040.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,VS1,5.04,3.13,5.07,61.8,Natural,0.5,GIA,EXCELLENT,1554.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VVS2,5.05,3.14,5.07,62.0,Natural,0.5,GIA,EXCELLENT,1650.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,5.18,3.15,5.19,60.7,Natural,0.52,GIA,EXCELLENT,1330.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,VVS2,5.03,3.09,5.09,61.1,Natural,0.5,GIA,GOOD,762.0,GOOD,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,SI1,5.5,3.41,5.52,62.0,Natural,0.63,GIA,EXCELLENT,1378.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,5.68,3.49,5.71,61.2,Natural,0.7,GIA,EXCELLENT,2350.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VS2,5.16,3.13,5.18,60.5,Natural,0.5,GIA,EXCELLENT,1358.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,5.61,3.55,5.65,63.1,Natural,0.7,GIA,EXCELLENT,2270.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,SI2,5.17,3.23,5.2,62.3,Natural,0.54,GIA,EXCELLENT,820.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS1,4.23,2.7,4.24,63.7,Natural,0.3,GIA,EXCELLENT,398.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,I
Certified,VS2,5.09,3.18,5.12,62.2,Natural,0.51,GIA,EXCELLENT,1392.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,VS2,5.66,3.52,5.69,61.9,Natural,0.7,GIA,EXCELLENT,2116.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS2,6.4,3.91,6.44,60.9,Natural,1.0,GIA,EXCELLENT,5206.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,SI1,4.74,2.94,4.77,61.8,Natural,0.41,GIA,EXCELLENT,532.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,VS1,5.13,3.09,5.14,60.3,Natural,0.5,GIA,EXCELLENT,1562.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VVS1,5.14,3.06,5.15,59.4,Natural,0.5,GIA,EXCELLENT,1976.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,5.15,3.1,5.17,60.1,Natural,0.5,GIA,EXCELLENT,1512.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VS2,6.39,4.01,6.43,62.5,Natural,1.01,GIA,EXCELLENT,6102.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS2,5.64,3.52,5.67,62.4,Natural,0.7,GIA,EXCELLENT,1836.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VS1,5.08,3.11,5.1,61.1,Natural,0.5,GIA,EXCELLENT,1252.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,SI1,6.41,3.97,6.43,61.8,Natural,1.01,GIA,EXCELLENT,4528.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,VS1,5.15,3.15,5.19,61.0,Natural,0.52,GIA,EXCELLENT,1544.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,5.07,3.16,5.11,62.0,Natural,0.5,GIA,EXCELLENT,1554.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,E
Certified,SI1,5.07,3.13,5.1,61.5,Natural,0.5,GIA,EXCELLENT,1078.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,6.38,4.01,6.41,62.7,Natural,1.01,GIA,EXCELLENT,9492.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VVS2,4.7,2.94,4.72,62.4,Natural,0.4,GIA,VERY GOOD,680.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,H
Certified,SI1,4.64,2.94,4.68,63.1,Natural,0.4,GIA,EXCELLENT,588.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,G
Certified,VS2,5.1,3.19,5.13,62.4,Natural,0.51,GIA,EXCELLENT,1178.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VS1,6.14,4.08,6.19,66.1,Natural,1.01,GIA,EXCELLENT,2750.0,EXCELLENT,RAPNET,ROUND,0.99,GOOD,J
Certified,VS2,5.09,3.14,5.11,61.6,Natural,0.5,GIA,EXCELLENT,1302.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,VVS2,5.27,3.37,5.3,63.6,Natural,0.6,GIA,EXCELLENT,830.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,K
Certified,VS2,5.06,3.17,5.07,62.5,Natural,0.5,GIA,EXCELLENT,1374.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VS2,5.29,3.48,5.3,65.7,Natural,0.65,IGI,EXCELLENT,1602.0,VERY GOOD,RAPNET,ROUND,1.0,GOOD,J
Certified,SI1,5.51,3.29,5.62,59.7,Natural,0.61,IGI,EXCELLENT,1662.0,EXCELLENT,RAPNET,ROUND,0.98,EXCELLENT,I
Certified,VVS1,5.66,3.54,5.69,62.4,Natural,0.71,GIA,EXCELLENT,2592.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VVS1,5.48,3.49,5.52,63.5,Natural,0.65,GIA,EXCELLENT,2436.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,VS1,6.9,4.1,6.96,59.1,Natural,1.2,GIA,VERY GOOD,6866.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,VVS2,4.96,3.17,4.99,63.6,Natural,0.5,GIA,EXCELLENT,1428.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,VS2,4.86,2.97,4.89,61.0,Natural,0.43,GIA,EXCELLENT,1010.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VVS2,4.84,3.08,4.88,63.3,Natural,0.45,GIA,EXCELLENT,1008.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,SI1,4.84,2.94,4.87,0.0,Natural,0.42,HRD,EXCELLENT,1094.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,I1,4.8,2.91,4.82,60.4,Natural,0.42,GIA,EXCELLENT,660.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,SI2,4.89,3.05,4.92,62.1,Natural,0.45,GIA,EXCELLENT,748.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,SI2,4.67,2.88,4.7,61.6,Natural,0.4,GIA,EXCELLENT,708.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,H
Certified,SI2,4.5,2.76,4.52,61.1,Natural,0.34,GIA,EXCELLENT,614.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,I2,5.28,3.25,5.3,61.5,Natural,0.56,GIA,EXCELLENT,958.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS2,4.48,2.76,4.5,61.4,Natural,0.34,GIA,EXCELLENT,778.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,VS2,5.34,3.35,5.36,62.6,Natural,0.59,GIA,EXCELLENT,1684.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,I1,5.37,3.32,5.39,61.7,Natural,0.59,GIA,EXCELLENT,768.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,M
Certified,SI2,4.49,2.72,4.51,60.4,Natural,0.34,GIA,EXCELLENT,622.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS2,5.39,3.36,5.4,62.3,Natural,0.61,GIA,EXCELLENT,2418.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,I2,5.43,3.32,5.45,60.9,Natural,0.6,GIA,EXCELLENT,1058.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,G
Certified,VVS2,5.02,3.04,5.04,60.3,Natural,0.46,GIA,EXCELLENT,1506.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,SI2,4.68,2.92,4.69,62.4,Natural,0.4,GIA,EXCELLENT,708.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,H
Certified,VVS2,4.71,2.87,4.74,60.8,Natural,0.4,GIA,EXCELLENT,1082.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,D
Certified,VVS2,4.64,2.99,4.66,64.2,Natural,0.4,GIA,EXCELLENT,970.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,F
Certified,I1,4.65,2.95,4.68,63.2,Natural,0.4,GIA,EXCELLENT,658.0,EXCELLENT,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS2,5.97,4.05,6.13,66.9,Natural,1.0,GIA,VERY GOOD,6326.0,GOOD,RAPNET,ROUND,0.97,GOOD,D
Certified,VS2,6.75,4.23,6.8,62.4,Natural,1.2,GIA,EXCELLENT,6482.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS1,6.31,3.95,6.35,62.4,Natural,1.0,GIA,EXCELLENT,4890.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,H
Certified,IF,5.14,3.12,5.18,60.4,Natural,0.5,GIA,EXCELLENT,3494.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,IF,5.18,3.12,5.21,60.0,Natural,0.5,GIA,EXCELLENT,3542.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,VVS1,8.15,5.06,8.17,62.0,Natural,2.09,GIA,EXCELLENT,58010.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,D
Certified,VVS1,4.53,2.85,4.56,62.7,Natural,0.36,GIA,EXCELLENT,1522.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,D
Certified,VS1,10.11,6.3,10.17,62.0,Natural,4.01,IGI,EXCELLENT,48126.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,SI2,5.1,3.19,5.12,62.4,Natural,0.51,GIA,EXCELLENT,910.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS2,5.65,3.52,5.68,62.1,Natural,0.7,GIA,EXCELLENT,948.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,M
Certified,SI2,6.31,4.02,6.36,63.3,Natural,1.0,IGI,EXCELLENT,962.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,SI2,6.77,4.2,6.81,61.8,Natural,1.21,IGI,EXCELLENT,1704.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,SI2,6.45,4.0,6.48,61.8,Natural,1.01,IGI,EXCELLENT,1326.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,SI2,6.18,4.03,6.24,64.8,Natural,1.0,HRD,EXCELLENT,810.0,VERY GOOD,RAPNET,ROUND,0.99,GOOD,L
Certified,I1,6.98,4.33,7.01,62.0,Natural,1.3,IGI,EXCELLENT,1004.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,M
Certified,SI2,6.44,4.01,6.48,62.1,Natural,1.01,IGI,EXCELLENT,884.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,M
Certified,SI2,6.31,3.97,6.37,62.5,Natural,1.0,IGI,EXCELLENT,966.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,SI2,6.38,3.99,6.44,62.4,Natural,1.0,IGI,EXCELLENT,850.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,M
Certified,I1,6.34,4.02,6.38,63.2,Natural,1.0,IGI,EXCELLENT,1138.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,I1,6.24,4.03,6.3,64.0,Natural,1.01,IGI,EXCELLENT,946.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,K
Certified,SI2,6.42,4.02,6.45,62.4,Natural,1.01,HRD,EXCELLENT,1390.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,SI2,6.37,4.01,6.41,62.7,Natural,1.01,IGI,EXCELLENT,1022.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,SI2,7.21,4.34,7.27,59.9,Natural,1.4,IGI,EXCELLENT,2366.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
Certified,SI1,6.35,3.98,6.38,62.6,Natural,1.0,GIA,EXCELLENT,1918.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,L
Certified,SI2,8.05,5.03,8.12,62.3,Natural,2.0,IGI,EXCELLENT,9358.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,I
Certified,SI2,6.17,4.02,6.24,64.5,Natural,1.0,IGI,VERY GOOD,1526.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,I
Certified,SI2,6.43,3.88,6.49,60.0,Natural,1.0,IGI,EXCELLENT,858.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,M
Certified,SI2,6.38,3.99,6.41,62.3,Natural,1.0,IGI,EXCELLENT,1058.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,L
Certified,SI2,6.89,4.34,6.91,63.0,Natural,1.27,GIA,EXCELLENT,2034.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,VS1,5.06,3.21,5.1,63.2,Natural,0.51,GIA,EXCELLENT,1262.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,4.88,3.17,4.95,64.6,Natural,0.5,GIA,EXCELLENT,1094.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VS1,5.14,3.17,5.15,61.7,Natural,0.51,GIA,EXCELLENT,1236.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS2,5.1,3.08,5.14,60.2,Natural,0.5,GIA,EXCELLENT,1346.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS2,5.15,3.08,5.19,59.7,Natural,0.5,GIA,EXCELLENT,1428.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,SI2,5.17,3.09,5.19,59.7,Natural,0.5,GIA,VERY GOOD,912.0,VERY GOOD,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS2,5.09,3.2,5.11,62.8,Natural,0.51,GIA,EXCELLENT,1732.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS2,4.96,3.2,4.98,64.4,Natural,0.5,GIA,EXCELLENT,1292.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,F
Certified,VVS2,4.98,3.16,5.0,63.4,Natural,0.5,GIA,EXCELLENT,1382.0,EXCELLENT,RAPNET,ROUND,1.0,VERY GOOD,F
Certified,VS1,5.03,3.17,5.07,62.7,Natural,0.5,GIA,EXCELLENT,1224.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,5.03,3.16,5.08,62.5,Natural,0.5,GIA,EXCELLENT,1250.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,IF,5.08,3.15,5.12,61.7,Natural,0.5,GIA,EXCELLENT,1598.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS2,4.94,3.15,5.0,63.3,Natural,0.5,GIA,EXCELLENT,1398.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VS2,5.05,3.13,5.08,61.8,Natural,0.5,GIA,VERY GOOD,1190.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS2,4.9,3.18,4.98,64.4,Natural,0.5,GIA,VERY GOOD,1382.0,VERY GOOD,RAPNET,ROUND,0.98,VERY GOOD,F
Certified,VVS2,5.09,3.09,5.14,60.3,Natural,0.5,GIA,VERY GOOD,1518.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS2,4.95,3.16,4.99,63.5,Natural,0.5,GIA,EXCELLENT,1382.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,SI1,4.99,3.13,5.02,62.6,Natural,0.5,GIA,EXCELLENT,968.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS1,5.0,3.17,5.07,63.0,Natural,0.5,GIA,EXCELLENT,1840.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,4.92,3.19,4.99,64.4,Natural,0.5,GIA,EXCELLENT,974.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VS2,5.05,3.19,5.07,63.1,Natural,0.5,GIA,EXCELLENT,1334.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VS1,5.03,3.19,5.07,63.1,Natural,0.5,GIA,EXCELLENT,1238.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,5.04,3.2,5.07,63.3,Natural,0.5,GIA,EXCELLENT,1510.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,SI1,5.09,3.19,5.12,62.5,Natural,0.51,GIA,EXCELLENT,1064.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,4.9,3.16,4.98,64.0,Natural,0.5,GIA,EXCELLENT,1190.0,VERY GOOD,RAPNET,ROUND,0.98,VERY GOOD,F
Certified,VS2,4.99,3.14,5.06,62.6,Natural,0.5,GIA,EXCELLENT,1166.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VS1,5.1,3.15,5.13,61.5,Natural,0.5,GIA,VERY GOOD,1368.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,4.91,3.17,4.98,64.0,Natural,0.5,GIA,VERY GOOD,1202.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VS2,4.98,3.16,5.04,63.1,Natural,0.5,GIA,EXCELLENT,1034.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,SI2,5.04,3.2,5.08,63.3,Natural,0.5,GIA,EXCELLENT,894.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,5.12,3.08,5.14,60.1,Natural,0.5,GIA,VERY GOOD,1316.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,F
Certified,VVS1,4.93,3.18,4.98,64.2,Natural,0.5,GIA,EXCELLENT,1612.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,SI2,5.06,3.13,5.09,61.7,Natural,0.5,GIA,EXCELLENT,884.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS2,5.2,3.11,5.21,59.7,Natural,0.51,GIA,EXCELLENT,1716.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS1,5.04,3.21,5.08,63.4,Natural,0.5,GIA,EXCELLENT,1822.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,SI2,5.17,3.07,5.19,59.2,Natural,0.5,GIA,EXCELLENT,966.0,VERY GOOD,RAPNET,ROUND,1.0,EXCELLENT,F
Certified,VVS2,4.93,3.19,4.96,64.5,Natural,0.5,GIA,EXCELLENT,1382.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS2,5.04,3.19,5.09,62.9,Natural,0.5,GIA,EXCELLENT,1248.0,VERY GOOD,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VVS1,5.07,3.17,5.1,62.3,Natural,0.5,GIA,EXCELLENT,1594.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS2,4.92,3.18,4.97,64.2,Natural,0.5,GIA,EXCELLENT,1202.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,VVS2,5.11,3.18,5.14,62.1,Natural,0.5,GIA,EXCELLENT,1698.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,F
Certified,VS1,4.88,3.2,4.96,64.9,Natural,0.5,GIA,EXCELLENT,1160.0,VERY GOOD,RAPNET,ROUND,0.98,VERY GOOD,F
Certified,VS1,5.13,3.09,5.17,59.9,Natural,0.5,GIA,VERY GOOD,1302.0,VERY GOOD,RAPNET,ROUND,0.99,VERY GOOD,F
Certified,I1,5.1,3.18,5.12,62.2,Natural,0.51,GIA,EXCELLENT,876.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,E
Certified,SI2,5.02,3.15,5.04,62.5,Natural,0.5,GIA,EXCELLENT,900.0,VERY GOOD,RAPNET,ROUND,1.0,VERY GOOD,F
Certified,SI2,6.85,4.28,6.89,62.3,Natural,1.26,HRD,EXCELLENT,2452.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,J
Certified,SI1,9.35,5.59,9.39,59.7,Natural,3.01,GIA,EXCELLENT,48324.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,I
Certified,SI2,9.31,5.63,9.36,60.4,Natural,3.01,GIA,EXCELLENT,51550.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS2,6.58,4.12,6.61,62.5,Natural,1.11,GIA,EXCELLENT,2588.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,SI2,6.51,3.87,6.54,59.4,Natural,1.01,GIA,EXCELLENT,1696.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,M
Certified,VVS1,5.38,3.39,5.41,62.8,Natural,0.61,GIA,EXCELLENT,2196.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,G
Certified,VS1,10.16,6.35,10.22,62.3,Natural,4.08,GIA,EXCELLENT,73338.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,VS1,10.12,6.29,10.18,62.0,Natural,4.01,GIA,EXCELLENT,48118.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,M
Certified,SI1,5.65,3.56,5.67,62.9,Natural,0.7,IGI,EXCELLENT,872.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,SI2,6.8,4.21,6.83,61.8,Natural,1.2,IGI,EXCELLENT,1968.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,J
Certified,VS1,6.78,4.24,6.81,62.4,Natural,1.21,GIA,EXCELLENT,2778.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,L
Certified,SI1,6.78,4.26,6.81,62.7,Natural,1.21,GIA,EXCELLENT,2530.0,EXCELLENT,RAPNET,ROUND,1.0,EXCELLENT,K
Certified,SI2,6.38,3.94,6.42,61.6,Natural,1.0,IGI,EXCELLENT,1408.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,K
Certified,VS2,9.68,6.03,9.73,62.1,Natural,3.51,GIA,EXCELLENT,37310.0,EXCELLENT,RAPNET,ROUND,0.99,EXCELLENT,L
